ph,hardness,tds,chlorine,sulfate,conductivity,organic_carbon,trihalomethanes,turbidity,potability
8.08,211.61,322.99,0.01,153.84,2254.46,10.72,75.65,1.78,0
7.12,227.06,267.08,4.01,138.89,764.48,11.45,4.41,0.36,0
6.37,119.94,878.12,1.81,377.13,1921.97,8.19,50.85,5.15,0
7.33,219.85,329.32,0.82,185.31,1323.25,8.98,27.14,5.61,0
6.39,374.65,429.01,0.43,217.42,704.11,8.57,71.49,2.11,0
7.98,207.04,185.39,3.44,314.89,809.23,4.56,95.3,4.16,1
8.46,70.19,229.57,3.97,358.65,1443.65,8.16,40.71,0.3,0
8.2,1001.02,162.24,2.65,50.98,1952.4,6.8,112.82,11.21,0
6.79,228.74,94.03,0.94,203.34,2450.75,8.95,33.43,3.15,0
6.02,210.55,658.48,3.08,86.23,1517.69,6.82,43.19,0.28,0
7.86,336.97,409.66,4.34,162.26,2764.99,4.36,99.32,2.81,0
8.26,121.52,74.99,6.25,327.31,1799.19,12.04,20.63,7.34,0
5.86,357.99,86.17,1.75,361.02,57.06,4.92,64.29,0.11,0
7.02,204.06,361.73,1.76,246.91,1235.06,7.96,125.4,3.56,0
6.16,807.96,188.32,3.64,609.27,2764.26,5.56,47.42,10.05,0
7.04,1009.81,354.2,1.59,150.18,2595.77,2.82,18.56,1.77,0
7.62,800.12,606.26,3.68,269.1,2507.42,10.14,40.5,1.3,0
6.75,120.68,541.07,0.58,140.79,82.01,11.86,105.66,4.26,0
7.01,597.62,195.5,3.92,258.96,1397.16,4.81,48.92,1.93,0
9.61,269.74,189.05,1.73,77.64,2051.07,8.09,6.8,1.38,0
,223.35,381.91,0.78,159.02,2490.14,2.39,99.46,4.87,0
7.03,256.56,120.1,1.27,153.17,1947.88,6.6,85.9,1.61,0
7.34,70.72,130.82,3.78,354.74,338.92,9.36,13.39,0.8,0
9.27,119.23,90.21,2.79,44.28,19378.97,7.75,205.67,1.82,0
5.44,536.89,213.25,4.14,105.22,1368.81,6.7,45.83,2.13,0
7.38,379.28,224.04,2.57,245.85,1144.96,7.47,44.78,10.25,0
7.57,198.21,425.46,3.08,,1400.97,6.2,85.66,1.96,0
8.02,195.41,1094.26,4.48,247.02,1488.65,3.02,14.93,5.11,0
7.27,165.15,203.6,3.68,349.61,417.39,1.59,64.04,1.98,1
6.47,547.51,151.98,5.18,374.61,31561.46,7.05,41.16,2.83,0
7.94,67.04,159.32,2.82,448.92,409.51,4.17,127.87,2.35,0
7.66,308.21,318.15,3.82,277.11,453.66,4.45,125.96,6.16,0
6.66,311.98,266.83,4.33,177.93,26993.14,5.88,103.7,3.84,0
7.1,55.74,124.16,2.45,434.74,590.61,8.31,65.81,3.73,0
7.02,690.71,314.46,4.21,,1213.93,4.09,207.25,1.8,0
9.32,309.2,516.03,3.98,170.83,189.73,7.2,95.17,2.46,0
5.22,803.46,121.52,1.49,485.99,2660.14,5.13,9.33,3.19,0
6.28,332.36,111.32,4.01,82.16,310.04,6.25,7.66,5.49,0
8.42,938.54,741.2,2.65,281.05,1524.53,9.53,16.9,4.58,0
6.35,181.7,901.5,1.01,645.92,401.43,8.93,20.23,0.53,0
5.42,323.19,301.47,3.33,76.74,1295.92,9.13,75.93,4.41,0
5.28,318.58,169.25,0.06,186.59,2338.87,0.62,44.05,4.85,0
6.13,320.6,291.11,6.24,359.44,1771.73,5.69,18.93,0.11,0
8.3,84.18,177.37,1.94,393.19,454.53,10.35,45.17,1.8,0
7.44,168.31,940.93,2.44,399.1,129.78,7.81,54.28,10.89,0
7.26,456.37,134.51,3.85,110.91,326.53,5.88,95.79,5.95,0
7.56,239.2,30.32,1.3,322.01,555.9,15.44,121.51,0.67,0
8.04,414.42,846.05,2.95,232.86,1208.93,4.32,185.47,1.73,0
8.45,78.61,72.51,2.27,150.06,2363.65,9.6,36.17,0.05,0
7.59,120.25,322.87,2.69,149.84,722.17,6.37,110.66,9.5,0
7.68,371.51,679.35,2.44,119.86,1838.19,11.98,89.25,3.86,0
7.11,76.51,134.32,0.89,242.26,360.48,10.51,63.4,1.81,0
6.83,56.62,233.2,1.25,191.44,1188.52,2.9,43.2,1.79,1
7.03,77.51,296.43,2.13,193.7,2394.9,8.51,9.77,3.3,0
9.82,943.19,152.63,3.41,273.48,1066.5,10.88,112.88,3.11,0
6.48,269.83,221.45,0.93,540.83,2669.54,11.84,99.64,4.05,0
6.88,398.94,153.87,2.84,261.62,193.19,4.91,45.41,5.04,0
8.45,142.77,367.81,1.03,352.76,2405.81,0.45,122.97,1.76,0
6.84,369.12,194.68,4.26,87.3,775.26,11.4,22.45,2.64,0
7.73,249.99,340.6,3.75,282.58,779.41,4.08,125.92,3.76,0
8.03,223.73,348.08,0.31,82.86,2425.86,8.23,195.63,1.06,0
8.34,86.76,196.69,5.31,259.61,760.42,10.01,19.65,1.78,0
6.14,226.26,440.37,4.4,139.79,2059.54,9.46,20.74,3.65,0
6.44,97.03,377.92,2.93,61.22,1578.4,7.52,8.43,4.01,0
,436.37,142.79,4.42,319.27,1521.62,10.92,5.45,0.73,0
7.88,981.72,349.53,2.78,103.88,2351.45,1.3,97.57,3.16,0
7.18,198.58,234.01,2.2,334.75,241.0,4.37,23.35,4.05,1
6.93,211.89,390.64,0.44,312.63,1363.74,0.08,43.32,3.65,0
8.18,252.53,562.26,1.98,424.38,1868.28,7.46,13.54,0.97,0
5.33,311.86,268.89,2.12,179.53,62.13,1.55,28.88,0.59,0
7.41,101.51,334.94,3.78,374.52,1216.1,7.47,174.84,1.6,0
6.03,299.5,107.56,2.18,8.7,1729.83,8.1,159.22,4.73,0
6.47,85.05,690.47,4.19,207.78,1268.17,10.9,93.23,5.24,0
8.22,361.19,173.65,3.76,385.75,2384.67,11.94,33.11,0.95,0
8.05,242.01,166.27,1.77,155.43,1870.5,5.85,168.52,0.09,0
7.77,84.62,82.4,1.08,279.53,297.64,2.65,8.14,1.6,1
6.95,264.68,84.61,0.47,794.46,1056.44,8.7,109.2,5.01,0
6.43,232.73,357.1,1.85,293.0,2075.87,17.39,125.2,1.45,0
7.04,235.21,483.08,4.41,190.58,2363.54,5.16,96.64,5.2,0
6.33,148.05,230.15,3.56,256.32,35045.69,10.05,18.94,3.42,0
7.69,243.27,199.74,0.79,371.59,318.83,11.57,22.48,1.04,0
7.98,140.48,243.99,1.05,201.92,695.68,5.31,109.84,10.14,0
7.57,150.49,200.68,0.24,231.1,2089.46,5.28,23.2,4.46,0
8.42,321.43,68.04,1.19,362.5,109.98,8.37,49.83,3.71,0
8.17,347.95,525.26,1.88,120.95,,5.34,51.92,1.78,0
6.58,326.24,272.96,0.57,195.36,29603.34,6.49,118.69,1.35,0
7.78,117.55,313.32,2.62,147.68,2050.65,9.57,59.01,1.65,0
6.29,400.08,326.86,2.28,287.95,276.49,9.94,3.96,1.52,0
7.2,331.64,392.54,0.08,373.96,2663.02,10.75,22.46,4.97,0
7.23,64.37,195.92,0.68,97.81,291.05,3.14,1.44,5.27,0
6.37,293.24,90.86,3.41,395.63,1473.67,15.64,96.51,0.32,0
5.3,71.95,241.54,2.11,375.52,199.71,8.8,13.74,1.15,0
6.93,201.33,394.36,2.07,312.68,521.63,1.35,12.84,3.55,0
7.75,536.72,275.15,5.52,795.02,2554.6,10.13,76.93,1.7,0
6.42,103.08,1001.55,2.68,116.01,2525.32,5.88,82.1,4.56,0
5.17,416.49,71.85,5.72,274.6,1561.52,6.0,35.44,1.11,0
5.4,211.62,352.65,2.21,196.09,966.73,5.94,38.17,3.42,0
7.67,323.15,167.5,3.65,268.92,1303.92,9.27,20.14,1.52,1
6.04,423.58,94.58,2.42,374.93,2040.69,5.85,103.56,1.57,0
7.82,416.94,209.86,0.7,204.0,572.89,17.95,97.39,1.58,0
7.9,360.51,250.77,1.49,253.56,1557.55,3.73,49.39,2.27,1
5.09,532.7,94.96,1.28,194.92,1504.49,5.62,12.55,3.56,0
6.19,463.47,113.13,0.17,189.75,1513.34,10.26,194.16,0.1,0
6.67,292.97,355.12,2.48,103.08,2065.19,4.68,17.1,3.55,0
5.58,430.82,152.32,0.7,76.92,1110.7,9.85,207.8,3.01,0
8.44,1081.5,306.93,3.15,179.53,285.29,5.83,49.42,3.44,0
7.2,267.56,537.1,1.26,796.31,1616.87,7.03,44.55,4.49,0
7.45,266.31,100.98,0.86,96.81,1453.33,0.67,131.37,4.21,0
6.56,138.43,270.45,1.79,123.11,940.68,11.13,119.92,4.52,0
7.45,415.23,130.75,3.4,315.23,851.53,4.46,192.3,3.72,0
6.13,207.62,78.16,0.77,367.01,849.41,11.78,64.55,1.36,0
6.18,137.4,,3.4,366.6,1653.18,10.44,57.79,1.56,0
6.55,261.43,96.63,2.98,276.36,1598.68,10.72,127.72,4.98,0
8.23,388.11,131.53,0.49,141.29,1415.14,6.61,81.06,1.47,1
6.2,400.96,381.7,0.0,496.79,2315.21,0.13,96.11,3.84,0
7.8,231.11,155.09,0.76,124.15,915.14,9.65,89.48,0.53,1
7.74,342.52,355.89,0.8,155.61,351.8,7.87,178.12,2.63,0
6.24,174.48,705.97,1.59,541.21,1314.76,11.37,19.88,10.57,0
6.66,254.09,381.1,0.1,194.9,1279.44,7.37,149.65,1.93,0
5.89,50.08,59.18,3.83,179.78,877.06,0.22,17.1,0.53,0
7.08,380.26,,0.77,294.66,1735.45,4.88,43.37,0.64,0
6.95,66.15,803.23,3.19,389.33,2231.56,2.3,3.08,1.63,0
7.43,515.46,83.7,2.71,216.06,2078.57,5.79,25.93,3.79,0
6.95,81.0,168.83,3.62,195.7,288.59,6.1,59.12,6.15,0
6.25,290.9,574.88,4.07,712.96,382.51,2.47,21.71,0.25,0
8.12,189.0,282.02,2.0,105.71,717.08,4.08,77.55,5.09,0
8.17,492.89,1047.74,1.65,214.41,848.6,7.24,15.43,3.99,0
7.07,49.42,244.17,3.62,336.14,1414.88,9.78,13.23,2.84,0
5.11,116.62,167.21,1.39,140.58,1619.45,5.6,69.89,2.97,0
8.17,72.33,307.49,2.18,67.23,1372.5,8.2,80.08,3.39,1
6.21,44.16,367.21,2.61,356.7,1777.99,8.24,113.68,6.97,0
6.94,336.43,96.63,1.32,182.83,1167.16,4.09,122.35,1.57,0
7.82,925.2,329.28,3.78,87.4,20.59,11.51,37.34,1.17,0
7.69,349.54,281.23,3.64,79.09,384.87,4.07,98.88,1.54,1
7.91,255.71,275.96,0.53,301.7,2123.12,10.51,97.87,1.05,0
7.67,232.95,444.9,3.68,298.57,660.47,6.32,94.94,2.84,0
8.99,410.13,226.42,6.58,693.56,2740.81,8.15,70.94,0.44,0
6.41,136.52,797.49,2.14,236.85,2336.5,4.5,117.56,3.68,0
6.63,178.29,361.8,2.54,156.02,2381.78,3.86,124.34,1.6,0
7.95,256.95,118.36,1.69,549.79,1155.95,8.89,28.19,4.52,0
8.31,798.23,1004.74,3.85,39.17,75.03,2.79,25.09,2.66,0
6.33,149.77,2.66,3.88,762.3,2188.24,14.67,179.17,2.32,0
7.36,913.08,180.92,2.63,349.26,,11.02,46.95,2.06,0
7.07,620.51,21.01,0.35,294.2,54.0,2.19,9.49,4.86,0
8.34,58.42,188.56,3.44,382.02,2595.49,9.76,95.67,1.21,0
7.41,206.25,27.13,2.94,339.64,259.8,2.75,31.71,5.68,0
6.54,295.61,847.57,2.12,290.13,1105.23,3.49,103.93,1.38,0
7.58,827.91,381.12,2.06,283.27,1139.64,7.67,47.13,5.16,0
6.2,224.5,370.94,0.08,278.36,608.37,6.59,6.64,2.86,0
6.64,117.75,336.2,2.05,79.57,2451.24,3.84,28.13,2.49,0
7.9,728.51,336.79,1.46,140.31,456.21,5.65,102.14,0.09,0
6.69,401.36,106.22,0.87,122.01,381.72,8.21,109.41,3.34,0
8.27,13.18,920.41,2.88,78.87,2483.38,10.41,62.71,0.4,0
8.27,380.19,165.67,2.23,398.34,1329.78,10.79,111.3,2.67,0
6.17,46.03,292.01,4.08,71.24,1339.92,11.7,19.57,4.98,0
6.98,174.8,100.4,1.53,384.04,1949.86,11.82,119.14,3.2,0
7.28,368.61,350.87,1.83,138.87,2335.68,5.56,19.8,3.03,0
6.51,255.61,265.59,2.53,133.9,1482.76,7.81,128.99,3.43,0
7.2,51.19,651.58,4.02,139.0,2544.8,0.35,29.43,1.83,0
9.74,827.75,45.8,2.65,377.3,482.26,2.62,82.75,2.84,0
8.13,909.92,190.68,4.48,153.45,1494.71,11.64,96.39,1.48,0
7.59,141.64,750.49,3.95,392.25,37617.8,2.42,86.29,4.74,0
6.41,147.83,330.45,3.51,64.9,1360.48,10.78,31.32,0.21,0
5.7,907.43,669.14,0.25,250.44,1814.18,6.02,186.33,0.15,0
8.29,84.45,335.36,2.45,145.48,1101.83,9.86,17.23,5.27,0
7.14,200.24,221.94,3.48,84.06,2513.49,8.72,102.78,1.08,0
6.87,470.89,310.6,0.29,269.0,1883.64,3.93,42.53,4.13,0
7.44,176.09,316.18,2.27,386.72,2753.23,9.39,89.79,0.19,0
,285.42,287.15,0.46,61.99,2181.1,7.46,95.34,2.06,0
6.59,168.13,831.26,3.63,82.15,2644.89,4.69,33.6,1.72,0
8.07,429.83,223.71,1.83,104.55,805.9,2.51,42.81,1.32,0
6.71,285.52,70.31,7.22,201.67,2390.45,6.57,57.77,2.31,0
6.79,517.84,237.67,3.72,111.44,822.62,3.98,198.52,5.19,0
6.22,384.09,134.14,4.12,135.61,1048.42,11.15,96.0,1.41,0
7.24,319.09,325.49,2.67,86.52,1915.26,6.89,96.85,0.94,0
8.13,344.32,387.08,0.17,152.82,746.48,0.54,4.12,0.77,0
7.93,178.68,397.4,0.15,476.11,2383.92,3.91,112.42,1.65,0
7.61,814.05,133.47,1.91,75.33,2646.11,4.84,85.87,12.34,0
,323.22,80.62,0.59,330.33,935.01,2.27,33.53,3.28,1
7.85,125.98,229.58,4.4,105.66,2393.63,1.54,16.26,3.92,0
6.18,443.08,666.83,2.79,475.13,626.09,6.16,99.57,2.38,0
6.25,124.15,304.84,2.69,158.66,2470.4,6.84,19.46,1.2,0
7.51,94.62,385.9,3.63,192.77,2209.47,5.3,128.41,1.93,0
6.17,80.27,100.25,1.71,613.65,1605.56,8.64,25.01,2.67,0
8.51,424.32,283.19,2.07,228.74,2712.11,5.15,104.31,0.81,0
9.37,622.08,157.14,2.35,275.76,1727.76,15.29,16.68,4.32,0
7.37,383.03,1024.19,2.17,99.22,551.1,10.06,34.84,0.14,0
8.08,77.51,249.97,1.87,68.31,137.95,8.27,0.27,1.44,1
6.03,25.22,908.27,2.01,737.91,2677.83,4.11,41.85,2.38,0
9.35,270.26,150.08,0.4,74.21,570.98,1.01,27.09,0.46,0
6.99,254.29,465.91,3.85,305.87,890.36,11.86,11.07,5.35,0
6.43,207.15,333.37,4.3,374.93,2087.76,10.83,50.88,3.32,0
6.67,450.3,327.06,8.14,243.38,1267.52,9.76,25.25,3.66,0
6.71,377.27,323.35,1.61,326.74,287.86,9.46,95.89,3.54,1
6.34,722.31,157.7,2.77,130.69,,6.58,43.64,4.61,0
6.74,408.53,417.1,2.77,70.54,698.35,9.73,24.95,7.73,0
6.94,72.59,,0.12,284.66,2569.27,7.96,73.65,4.5,0
8.16,198.84,979.12,3.99,202.05,2712.36,9.13,182.79,1.12,0
6.08,341.4,122.5,1.9,88.77,2731.23,4.61,122.85,0.76,0
6.83,213.62,388.82,6.06,91.82,1514.78,6.68,188.15,1.74,0
7.63,96.6,106.9,1.62,270.39,1295.28,10.16,9.22,1.21,0
6.96,171.38,337.76,1.7,105.63,182.88,8.82,73.22,1.5,1
6.28,973.05,443.3,0.28,183.15,765.69,7.33,10.72,1.97,0
6.13,275.31,419.92,6.33,197.42,594.01,4.14,20.82,1.08,0
7.63,435.21,45.14,4.93,575.43,699.42,4.93,7.13,3.82,0
7.9,281.48,377.86,0.73,121.03,2571.83,10.0,123.18,4.24,0
9.55,46.18,345.08,1.03,284.74,2021.42,10.31,66.89,3.67,0
7.78,24.92,224.75,2.89,61.61,1728.74,8.03,109.95,4.06,0
7.11,176.11,367.52,1.68,140.07,679.66,9.63,102.88,1.56,0
7.25,58.92,680.85,3.92,152.28,613.15,7.11,223.63,1.36,0
7.4,354.03,719.07,2.13,153.99,865.9,10.45,154.88,1.72,0
6.81,297.01,289.2,1.82,269.29,18.04,11.05,7.04,3.96,0
5.57,83.72,865.1,0.78,246.86,1684.43,3.27,118.43,5.01,0
7.08,405.86,317.75,0.25,361.39,415.18,7.35,89.57,5.25,0
8.49,196.93,338.59,2.69,66.4,2782.63,0.33,124.88,1.58,0
5.12,329.92,68.18,0.57,374.83,1558.86,3.11,12.41,0.49,0
6.15,215.54,207.65,7.53,358.93,212.67,8.91,97.71,4.04,0
8.33,345.9,852.12,2.45,306.08,66.48,4.45,127.96,1.03,0
8.85,297.7,325.24,3.07,82.11,711.34,9.57,127.22,4.26,0
7.28,76.94,883.86,3.68,164.31,1966.24,10.66,20.13,13.75,0
6.65,198.75,942.51,1.05,144.55,2426.57,11.71,90.95,1.52,0
5.37,259.08,328.35,0.31,332.19,2657.34,11.53,23.48,1.45,0
6.4,148.75,215.8,0.83,155.38,1776.64,1.44,76.85,3.94,1
7.03,297.49,121.26,0.49,225.64,1709.87,5.67,104.16,1.2,0
6.75,329.78,354.03,1.75,171.51,2617.88,10.53,64.43,3.13,0
7.34,155.64,286.15,0.09,112.38,961.86,9.22,18.05,1.6,1
7.52,167.51,366.9,2.86,92.35,1557.15,8.66,47.31,5.36,0
6.93,231.03,210.76,0.26,381.64,254.24,9.19,97.91,2.77,0
7.78,675.96,373.41,4.08,751.89,1762.26,11.71,53.34,2.61,0
5.62,88.42,185.59,6.13,156.41,944.54,8.26,35.3,2.99,0
5.41,334.64,371.83,3.64,210.47,215.67,2.54,121.81,1.34,0
7.28,200.32,256.96,3.98,271.96,686.21,2.0,77.09,2.79,1
7.29,330.99,335.25,4.49,380.37,1744.03,10.75,134.14,1.38,0
7.39,90.91,319.11,0.88,74.16,2166.54,7.17,82.83,10.02,0
5.52,264.83,494.59,3.63,184.94,2147.43,3.27,84.56,2.47,0
7.19,104.78,399.25,4.79,490.42,846.36,7.94,12.12,3.64,0
8.36,68.57,124.19,0.34,221.78,15341.96,4.18,107.48,7.96,0
8.16,351.67,101.57,1.98,71.69,816.07,3.03,62.92,3.97,1
7.81,360.3,139.6,3.92,220.77,1334.16,11.98,17.91,5.18,0
7.66,426.9,362.87,1.46,365.45,2245.48,7.99,59.57,3.78,0
8.05,367.57,360.96,2.89,168.44,1367.19,6.45,117.92,1.28,0
6.73,20.78,345.57,3.58,157.1,1910.04,4.61,28.05,2.94,0
8.08,439.1,341.02,2.52,334.27,2086.02,4.52,98.78,1.67,0
7.77,570.17,869.03,1.6,123.71,2580.39,4.98,9.25,4.57,0
7.66,415.03,233.14,2.33,125.37,600.54,7.67,92.57,1.0,0
7.25,59.5,1052.64,1.47,163.92,1220.55,6.34,24.81,5.35,0
9.68,320.87,247.71,3.01,672.06,1437.47,9.28,54.42,0.13,0
,154.15,311.23,2.7,379.05,1579.74,9.45,25.23,4.14,0
8.28,169.56,307.62,0.85,362.62,17.27,1.93,64.49,1.1,0
7.03,355.02,224.14,1.74,165.41,454.91,7.97,28.25,4.68,1
8.41,850.01,332.84,1.28,9.86,2605.9,11.59,15.83,2.12,0
7.64,273.78,288.41,1.05,311.8,1821.59,3.8,40.13,2.07,0
8.25,926.11,191.41,3.22,429.12,864.46,11.62,112.49,3.49,0
6.26,80.69,533.93,0.0,365.85,492.85,3.36,30.34,0.81,0
8.05,449.95,615.67,1.53,287.46,1945.65,4.45,117.06,7.02,0
6.8,222.98,221.33,3.18,220.3,2578.23,11.67,86.22,0.22,0
7.55,325.19,180.78,4.27,235.22,1131.01,6.95,82.21,4.63,0
8.45,266.89,173.28,3.46,61.8,2412.44,7.5,48.45,0.75,0
8.9,807.09,162.25,2.4,100.08,53.88,6.35,12.07,1.21,0
7.17,400.81,948.97,2.94,397.76,1196.04,8.79,119.25,4.72,0
8.21,93.5,192.59,3.46,87.24,2531.14,11.11,126.52,9.11,0
5.22,263.1,905.7,3.66,311.72,2552.27,9.44,79.77,1.35,0
7.34,299.97,293.02,1.06,280.43,199.14,10.92,14.85,5.38,0
6.08,379.78,374.64,2.52,376.18,2236.43,4.22,47.87,4.5,0
7.58,178.91,632.09,1.68,236.11,668.65,9.39,129.13,1.86,0
8.19,193.89,938.77,3.96,122.59,107.9,1.13,105.94,8.86,0
8.32,298.88,,1.17,641.18,2678.3,4.0,56.11,9.49,0
6.52,98.99,145.18,3.94,316.61,2756.11,11.98,0.26,6.57,0
9.94,515.96,95.21,3.85,610.68,175.9,3.28,128.31,3.4,0
7.94,343.65,481.98,3.45,147.95,1072.23,1.64,170.67,8.16,0
9.92,420.19,269.63,2.47,316.66,486.83,5.19,37.23,0.2,0
7.93,244.38,349.25,4.17,789.65,851.39,7.71,35.6,13.8,0
5.4,120.78,272.63,2.43,173.22,1091.42,8.63,116.31,3.28,0
7.97,210.39,866.63,2.13,250.88,970.8,0.68,111.48,0.67,0
6.22,441.93,226.42,0.17,257.97,31544.74,9.26,93.54,1.56,0
6.27,287.63,197.57,4.24,221.28,1142.87,7.74,12.39,2.98,0
8.19,330.03,283.59,1.75,375.77,514.51,10.25,92.8,1.46,0
6.51,53.59,441.95,1.15,126.65,2454.08,7.97,92.21,3.28,0
6.07,700.15,,4.24,165.09,18646.94,5.35,12.47,0.02,0
8.01,427.0,930.47,1.83,199.24,166.88,3.82,93.97,4.99,0
7.21,292.34,309.15,0.15,261.24,1968.21,0.43,12.2,8.24,0
6.12,177.83,1026.83,3.94,346.36,1775.55,0.62,52.11,5.26,0
7.12,151.13,386.08,1.62,339.17,1576.71,5.88,95.2,1.54,0
9.41,244.39,998.63,2.13,385.61,2624.63,9.31,47.58,1.9,0
8.77,382.26,298.57,1.76,395.04,2374.43,0.62,50.99,4.96,0
7.59,401.5,1048.07,4.37,135.68,1899.67,0.8,102.03,0.28,0
9.05,156.94,873.03,4.48,378.66,844.06,11.33,7.5,1.46,0
8.1,314.87,306.85,3.8,362.7,566.95,5.1,58.29,0.28,0
7.2,227.75,615.31,3.14,279.86,1000.01,4.81,164.16,3.43,0
,46.8,490.38,1.17,391.47,1162.45,5.32,136.11,1.56,0
7.77,958.97,708.67,0.23,116.53,2404.79,4.85,88.24,3.89,0
7.13,174.19,148.52,2.48,284.87,1707.71,5.79,91.66,5.77,0
8.24,390.89,391.73,1.14,254.66,1883.39,8.66,164.04,1.47,0
8.41,190.79,70.01,0.09,360.04,57.22,10.42,110.56,2.28,0
9.06,108.3,381.08,0.0,280.43,288.41,8.29,139.03,0.75,0
7.12,352.62,147.31,1.04,353.75,2275.82,10.85,68.51,6.05,0
5.1,83.84,184.35,2.31,62.14,123.37,4.14,28.11,0.93,0
,821.24,349.35,1.25,344.87,1955.65,6.55,6.13,12.69,0
8.47,61.77,248.85,4.1,120.01,2592.14,9.97,67.38,1.75,0
7.97,245.16,247.58,2.74,74.95,1652.18,11.16,94.54,3.32,0
7.64,202.61,235.87,1.76,299.31,1012.08,4.26,81.18,3.1,1
9.64,382.19,88.72,2.75,124.96,2762.55,6.33,21.27,5.41,0
9.23,372.83,299.91,2.03,97.04,914.06,5.34,5.84,6.41,0
6.96,489.78,327.31,2.31,73.78,,11.12,111.11,3.82,0
6.69,290.63,80.07,2.1,323.41,1798.3,10.79,26.14,4.02,0
6.75,255.24,141.72,2.7,16.3,18336.21,1.51,94.27,0.71,0
7.97,328.59,147.22,5.34,127.39,1405.59,1.98,48.6,1.47,0
8.02,1069.62,291.78,3.86,279.05,642.64,4.73,99.67,1.83,0
6.12,338.6,25.3,1.45,383.63,1325.65,9.56,33.35,13.75,0
6.46,103.63,213.57,1.23,255.88,2415.67,8.72,30.54,5.45,0
6.65,493.48,398.62,1.16,22.22,33732.76,17.66,14.66,1.6,0
8.14,260.12,856.94,0.53,71.75,1218.03,5.44,58.9,5.2,0
5.43,110.12,392.41,0.15,60.23,227.7,4.21,120.59,5.48,0
6.81,8.0,263.6,3.47,178.82,2279.68,3.98,69.35,3.18,0
7.28,88.42,190.8,2.46,317.64,2451.22,0.44,40.22,10.91,0
7.83,676.98,743.91,0.44,186.33,270.24,10.08,123.85,0.25,0
8.49,151.44,201.11,4.41,282.23,1960.62,10.7,119.91,1.03,0
7.54,85.29,318.24,6.46,553.51,2519.44,10.48,75.81,2.52,0
6.12,314.37,388.33,3.2,184.86,1386.35,0.49,15.57,0.13,0
6.18,368.78,344.52,0.76,137.75,773.98,6.82,6.7,2.96,1
9.97,267.31,195.11,3.23,277.99,222.7,8.72,88.06,1.52,0
6.52,159.29,187.15,2.38,207.44,218.05,3.7,57.16,4.36,1
8.37,92.11,233.46,0.93,153.85,2704.44,11.57,100.85,1.99,0
5.52,383.58,347.33,0.18,519.41,1714.48,5.75,25.89,4.66,0
6.61,194.14,73.78,3.68,329.31,1987.35,16.64,118.92,3.12,0
6.05,266.3,,0.4,181.94,292.88,10.67,124.1,2.84,0
6.4,437.66,374.08,2.22,181.73,1562.86,11.06,30.72,1.69,0
6.49,67.8,199.75,0.72,372.42,610.38,0.68,91.8,3.86,0
7.12,290.21,92.96,0.06,396.47,997.97,7.56,9.92,4.77,0
7.83,332.74,818.93,0.31,59.85,1927.62,5.04,28.25,3.07,0
7.88,321.43,214.44,2.35,172.3,1696.71,3.25,48.68,2.92,1
7.85,790.93,180.53,0.11,70.92,,6.95,36.65,1.32,0
7.56,125.95,391.43,8.03,375.74,1987.91,4.74,53.19,4.66,0
7.73,347.28,229.87,0.03,43.99,2160.97,2.1,16.3,4.23,0
8.28,161.29,111.31,4.46,52.41,2023.08,9.47,85.03,0.21,0
7.41,563.07,278.98,3.5,103.21,1255.78,9.16,0.82,0.59,0
,310.83,331.39,7.79,3.08,2362.18,4.96,25.14,1.87,0
7.41,201.75,306.01,3.2,474.05,1123.33,10.99,22.16,2.01,0
5.28,851.69,250.99,2.19,184.69,569.3,5.49,63.19,1.24,0
6.57,271.1,745.15,1.31,357.58,1316.16,9.8,37.85,3.19,0
7.44,310.46,362.34,1.5,621.68,1550.89,6.12,125.89,0.09,0
6.14,140.69,915.81,2.4,393.77,781.02,6.56,56.38,4.68,0
8.07,361.79,1041.77,3.16,298.15,1667.32,10.99,50.65,3.83,0
8.07,667.64,248.8,1.94,135.74,,6.18,17.46,1.37,0
7.31,205.3,302.86,3.16,322.39,1275.24,10.0,89.27,0.18,1
6.83,436.47,173.47,4.45,173.57,1118.88,5.95,44.5,5.35,0
7.47,202.33,343.7,0.96,121.06,1738.59,0.39,38.59,4.4,1
,83.72,435.07,3.17,311.41,15914.89,11.47,112.34,0.84,0
7.65,386.13,306.6,1.34,224.58,103.42,3.88,116.79,4.52,0
6.42,191.31,446.37,2.34,194.77,2201.77,6.93,117.02,3.9,0
7.53,66.14,291.6,1.0,187.11,2144.5,11.03,28.55,2.34,0
5.49,416.44,267.73,2.79,344.5,1602.73,1.04,26.9,4.91,0
7.75,176.71,313.91,0.0,137.66,2740.75,11.05,116.95,0.13,0
5.69,76.76,246.14,2.08,270.14,2151.3,7.02,9.53,2.25,0
8.1,50.84,170.83,3.55,8.55,1006.79,8.18,38.37,2.51,0
9.65,223.14,215.58,3.87,88.08,185.88,10.29,146.85,1.0,0
8.68,129.48,920.11,4.29,349.62,453.3,3.73,80.4,4.67,0
9.04,342.67,158.16,2.12,245.16,1501.91,1.12,13.14,1.31,0
6.09,53.19,75.82,0.17,141.47,1299.34,9.1,57.59,3.62,1
6.38,183.77,697.92,0.16,301.51,140.36,11.45,32.35,3.25,0
7.0,954.94,132.85,3.25,339.17,4258.36,11.54,104.4,1.38,0
6.25,297.29,65.6,0.25,271.62,2608.54,6.81,9.71,1.93,0
